index,psnr,ssim,lpips
289,34.48988971886925,0.9184370892941186,0.06161689758300781
290,34.02819338659039,0.847017375361177,0.19624696671962738
291,33.267414345815716,0.8345610954521211,0.17591111361980438
292,32.2674995244174,0.9197572514128071,0.060181841254234314
293,33.69877158097268,0.9198006596094151,0.06562120467424393
294,33.13744809066334,0.8319614955635872,0.17612357437610626
295,36.777888569839725,0.8859964632087909,0.23400439321994781
296,28.834008329264197,0.8352039229196038,0.14002501964569092
297,32.14945217171315,0.8345864768124205,0.15601122379302979
298,32.41279355738773,0.8085099411977338,0.2299761027097702
299,33.01142697442987,0.8300365855919895,0.15159353613853455
300,35.588412709976886,0.8897028371243394,0.12828391790390015
301,38.16328346396735,0.9286540862196491,0.0892205685377121
302,33.65876259876343,0.8444768161246884,0.10545580834150314
303,32.93356072666534,0.9126279050417431,0.043305642902851105
304,34.83926184643897,0.9104486788558225,0.1033109501004219
305,34.037383452012804,0.8605250092872704,0.08417927473783493
306,34.06141542222056,0.8953806690638149,0.07244687527418137
307,34.55810389103118,0.8699895864861281,0.09888628125190735
308,30.94439839549679,0.8182446762904941,0.10315293073654175
309,33.151647199254825,0.8301072403736237,0.07017476111650467
310,32.1300598601871,0.7412955586755254,0.2847746014595032
311,33.14525350186602,0.8337371408123319,0.19468143582344055
312,37.17132211014273,0.9257324659970779,0.09332915395498276
313,35.506355962242225,0.8988033420879021,0.16818417608737946
314,34.6146615641929,0.8955626870211638,0.07627319544553757
315,32.83393660215904,0.8138748371049443,0.19904614984989166
316,32.574627404767895,0.913558321033606,0.04241159185767174
317,32.18185295794474,0.9313708370426029,0.0858386754989624
318,31.87576298197934,0.8882348168201001,0.05222976207733154
319,37.23096309591067,0.9000973657185916,0.1608981341123581
